# datafile= rawdata_47.dat DM606= 13.30 E(606-814)=0.045 compfile= 47tuc_comp.dat
#  F606-F814    F814       F606     comp     cumweight      origpos      xraw       yraw     pos
    0.8759    27.1962    28.0721    81.6180   987.9865        273       1363        748        883
    0.7375    27.1992    27.9366    81.5807   989.2123       1369       1248        787        884
    1.0528    27.2000    28.2527    81.5705   990.4382       1209       1510        696        885
    0.7158    27.2000    27.9158    81.5703   991.6642       1790       1230        793        886
    0.8049    27.2013    28.0061    81.5542   992.8904         84       1304        767        887
    1.4752    27.2014    28.6766    81.5529   994.1166        737       1861        574        888
    0.7314    27.2017    27.9332    81.5483   995.3428        697       1243        788        889
    0.8217    27.2018    28.0235    81.5476   996.5691       1366       1318        762        890
    0.8313    27.2026    28.0339    81.5374   997.7955        756       1326        759        891
    0.7736    27.2048    27.9783    81.5096   999.0224        798       1278        775        892
    0.7844    27.2078    27.9922    81.4705  1000.2498        992       1287        771        893
    0.7663    27.2085    27.9748    81.4618  1001.4774        231       1272        776        894
    0.8181    27.2089    28.0269    81.4572  1002.7050       1243       1315        761        895
    0.9240    27.2106    28.1346    81.4345  1003.9330        646       1403        730        896
    0.8530    27.2122    28.0652    81.4150  1005.1613        133       1344        750        897
    0.8698    27.2127    28.0825    81.4083  1006.3897       1112       1358        745        898
    0.9529    27.2130    28.1659    81.4044  1007.6181        151       1427        721        899
    0.7748    27.2140    27.9887    81.3957  1008.8467        657       1279        772        900
    0.9505    27.2154    28.1659    81.3823  1010.0754        714       1425        721        901
    1.1262    27.2169    28.3431    81.3690  1011.3044        674       1571        670        902
    0.6953    27.2170    27.9123    81.3681  1012.5334        885       1213        794        903
    0.7663    27.2189    27.9853    81.3503  1013.7626        631       1272        773        904
    0.8265    27.2213    28.0478    81.3287  1014.9922       1478       1322        755        905
    1.6413    27.2229    28.8641    81.3141  1016.2220       1359       1999        520        906
    0.8446    27.2241    28.0686    81.3031  1017.4520       1237       1337        749        907
    0.8337    27.2245    28.0582    81.2993  1018.6820        178       1328        752        908
    0.8024    27.2245    28.0269    81.2991  1019.9120       1253       1302        761        909
    0.8578    27.2247    28.0825    81.2970  1021.1421         51       1348        745        910
    0.8434    27.2253    28.0686    81.2920  1022.3722        953       1336        749        911
    1.2706    27.2253    28.4959    81.2917  1023.6023       1785       1691        626        912
    1.0058    27.2261    28.2319    81.2847  1024.8326        649       1471        702        913
    0.8999    27.2278    28.1277    81.2692  1026.0631        765       1383        732        914
    0.5593    27.2279    27.7873    81.2678  1027.2936       1492       1100        830        915
    0.8217    27.2296    28.0513    81.2526  1028.5243        472       1318        754        916
    0.8554    27.2306    28.0860    81.2431  1029.7552        212       1346        744        917
    1.2790    27.2308    28.5098    81.2415  1030.9861       1159       1698        622        918
    0.7820    27.2345    28.0165    81.2070  1032.2175       1680       1285        764        919
    0.8602    27.2362    28.0964    81.1917  1033.4491        442       1350        741        920
    0.8626    27.2373    28.0999    81.1819  1034.6809        186       1352        740        921
    0.7712    27.2384    28.0096    81.1714  1035.9129        826       1276        766        922
    0.6460    27.2385    27.8845    81.1704  1037.1449       1823       1172        802        923
    0.8783    27.2390    28.1173    81.1661  1038.3769        456       1365        735        924
    0.8109    27.2404    28.0513    81.1533  1039.6092         46       1309        754        925
    0.8662    27.2441    28.1103    81.1194  1040.8419       1407       1355        737        926
    0.7471    27.2451    27.9922    81.1099  1042.0748        972       1256        771        927
    1.0732    27.2455    28.3188    81.1063  1043.3078        219       1527        677        928
    0.8783    27.2459    28.1242    81.1023  1044.5408          7       1365        733        929
    0.8434    27.2461    28.0895    81.1008  1045.7738       1002       1336        743        930
    0.9156    27.2469    28.1624    81.0940  1047.0069       1483       1396        722        931
    0.7447    27.2475    27.9922    81.0878  1048.2402        738       1254        771        932
    0.8650    27.2488    28.1138    81.0765  1049.4736        446       1354        736        933
    0.8386    27.2509    28.0895    81.0567  1050.7073        458       1332        743        934
    0.5521    27.2525    27.8046    81.0422  1051.9412       1122       1094        825        935
    0.8602    27.2536    28.1138    81.0323  1053.1753         23       1350        736        936
    0.8373    27.2556    28.0930    81.0138  1054.4096         97       1331        742        937
    1.3488    27.2617    28.6106    80.9577  1055.6449       1755       1756        593        938
    0.9180    27.2618    28.1798    80.9568  1056.8801       1317       1398        717        939
    0.7952    27.2630    28.0582    80.9460  1058.1155       1606       1296        752        940
    0.6905    27.2635    27.9540    80.9415  1059.3509       1135       1209        782        941
    0.7411    27.2685    28.0096    80.8954  1060.5871       1573       1251        766        942
    0.8650    27.2696    28.1346    80.8853  1061.8234         48       1354        730        943
    0.7074    27.2709    27.9783    80.8730  1063.0599        982       1223        775        944
    0.8049    27.2742    28.0791    80.8431  1064.2969       1733       1304        746        945
    0.8879    27.2745    28.1624    80.8401  1065.5339        630       1373        722        946
    0.8458    27.2750    28.1207    80.8361  1066.7710       1409       1338        734        947
